Step	PotentialEnergy	Width	Height	Area
91	-22.437363	13.9817	14.5484	203.4121
92	-22.563185	13.9563	14.4630	201.8503
93	-22.684038	13.9401	14.3797	200.4553
94	-22.805863	13.9266	14.3021	199.1793
95	-22.929686	13.9160	14.2302	198.0284
96	-23.056466	13.9070	14.1635	196.9710
97	-23.186751	13.8987	14.1010	195.9868
98	-23.321006	13.8911	14.0422	195.0618
99	-23.459724	13.8839	13.9864	194.1853
100	-23.603449	13.8770	13.9331	193.3488
101	-23.752016	13.8703	13.8819	192.5460
102	-23.895825	13.8612	13.8304	191.7058
103	-24.043567	13.8516	13.7798	190.8722
104	-24.196992	13.8418	13.7305	190.0542
105	-24.350017	13.8353	13.6836	189.3161
106	-24.503907	13.8303	13.6411	188.6610
107	-24.662935	13.8263	13.6022	188.0687
108	-24.825431	13.8199	13.5652	187.4703
109	-24.965194	13.8037	13.5239	186.6807
110	-25.065001	13.7895	13.4806	185.8904
111	-25.141611	13.7747	13.4382	185.1061
112	-25.206528	13.7607	13.3965	184.3455
113	-25.264319	13.7483	13.3553	183.6129
114	-25.316854	13.7391	13.3142	182.9241
115	-25.367951	13.7308	13.2729	182.2481
116	-25.419524	13.7226	13.2318	181.5754
117	-25.472369	13.7142	13.1910	180.9038
118	-25.526763	13.7056	13.1504	180.2334
119	-25.577014	13.6967	13.1101	179.5651
120	-25.627976	13.6878	13.0702	178.9022
121	-25.679702	13.6786	13.0305	178.2394
122	-25.732274	13.6693	12.9911	177.5788
123	-25.785677	13.6598	12.9519	176.9201
124	-25.839943	13.6503	12.9127	176.2629
125	-25.895113	13.6407	12.8737	175.6063
126	-25.951234	13.6311	12.8346	174.9495
127	-26.008359	13.6214	12.7955	174.2915
128	-26.066546	13.6115	12.7562	173.6315
129	-26.125853	13.6016	12.7168	172.9688
130	-26.186341	13.5915	12.6773	172.3026
131	-26.248076	13.5812	12.6375	171.6322
132	-26.311123	13.5708	12.5974	170.9569
133	-26.375553	13.5602	12.5571	170.2762
134	-26.441437	13.5494	12.5164	169.5895
135	-26.508852	13.5384	12.4754	168.8963
136	-26.577878	13.5271	12.4340	168.1961
137	-26.648599	13.5157	12.3922	167.4886
138	-26.721107	13.5039	12.3500	166.7732
139	-26.795497	13.4920	12.3073	166.0495
140	-26.871872	13.4797	12.2642	165.3172
141	-26.950342	13.4671	12.2206	164.5759
142	-27.031029	13.4543	12.1764	163.8252
143	-27.114061	13.4411	12.1318	163.0646
144	-27.190392	13.4276	12.0909	162.3519
145	-27.265306	13.4138	12.0529	161.6743
146	-27.337431	13.3990	12.0160	161.0022
147	-27.409352	13.3838	11.9797	160.3340
148	-27.481846	13.3684	11.9436	159.6661
149	-27.552348	13.3527	11.9076	158.9983
150	-27.608770	13.3377	11.8753	158.3881
151	-27.658730	13.3238	11.8460	157.8343
152	-27.705944	13.3111	11.8183	157.3141
153	-27.751552	13.2992	11.7912	156.8143
154	-27.796305	13.2879	11.7646	156.3265
155	-27.840766	13.2769	11.7381	155.8452
156	-27.885352	13.2660	11.7116	155.3666
157	-27.930367	13.2553	11.6850	154.8883
158	-27.976039	13.2446	11.6582	154.4085
159	-28.022534	13.2338	11.6313	153.9260
160	-28.069983	13.2230	11.6040	153.4400
161	-28.118493	13.2120	11.5765	152.9498
162	-28.168152	13.2010	11.5487	152.4550
163	-28.219040	13.1898	11.5206	151.9551
164	-28.270002	13.1786	11.4922	151.4515
165	-28.315874	13.1673	11.4631	150.9385
166	-28.360485	13.1551	11.4332	150.4047
167	-28.405603	13.1433	11.4027	149.8700
168	-28.452733	13.1306	11.3715	149.3152
169	-28.498409	13.1181	11.3406	148.7666
170	-28.535236	13.1046	11.3120	148.2395
171	-28.569954	13.0920	11.2847	147.7393
172	-28.607121	13.0777	11.2759	147.4623
173	-28.643326	13.0638	11.2740	147.2811
174	-28.682556	13.0487	11.2728	147.0954
175	-28.720532	13.0334	11.2711	146.9003
176	-28.762179	13.0176	11.2699	146.7066
177	-28.802342	13.0009	11.2682	146.4966
178	-28.845267	12.9844	11.2669	146.2942
179	-28.885906	12.9662	11.2662	146.0801
180	-28.931885	12.9490	11.2667	145.8931
181	-28.975770	12.9298	11.2672	145.6830
182	-29.008373	12.9146	11.2732	145.5888
183	-29.038163	12.9008	11.2821	145.5484
184	-29.061292	12.8910	11.2925	145.5713
185	-29.079278	12.8853	11.3018	145.6269
186	-29.095777	12.8824	11.3094	145.6927
187	-29.110959	12.8814	11.3156	145.7604
188	-29.124452	12.8816	11.3206	145.8279
189	-29.136524	12.8828	11.3247	145.8937
190	-29.147440	12.8848	11.3279	145.9576
191	-29.157415	12.8874	11.3304	146.0194
192	-29.166625	12.8905	11.3323	146.0794
193	-29.175213	12.8941	11.3337	146.1374
194	-29.183301	12.8979	11.3346	146.1936
195	-29.190993	12.9021	11.3352	146.2480
196	-29.198376	12.9065	11.3355	146.3007
197	-29.205525	12.9110	11.3354	146.3519
198	-29.211949	12.9157	11.3351	146.4013
199	-29.216497	12.9213	11.3347	146.4598
200	-29.220636	12.9270	11.3342	146.5171
201	-29.224664	12.9326	11.3335	146.5718
202	-29.228691	12.9381	11.3328	146.6243
203	-29.232755	12.9435	11.3319	146.6750
204	-29.236875	12.9489	11.3311	146.7246
205	-29.241066	12.9542	11.3302	146.7734
206	-29.245343	12.9594	11.3294	146.8217
207	-29.249724	12.9646	11.3285	146.8696
208	-29.254223	12.9697	11.3277	146.9172
209	-29.258855	12.9748	11.3269	146.9646
210	-29.263632	12.9799	11.3261	147.0119
211	-29.268565	12.9849	11.3254	147.0590
212	-29.273656	12.9899	11.3247	147.1060
213	-29.277747	12.9931	11.3243	147.1379
214	-29.282130	12.9958	11.3240	147.1642
215	-29.286654	12.9981	11.3237	147.1870
216	-29.291355	13.0002	11.3235	147.2071
217	-29.296263	13.0020	11.3233	147.2252
218	-29.301395	13.0037	11.3231	147.2416
219	-29.306758	13.0052	11.3229	147.2565
220	-29.312355	13.0066	11.3227	147.2701
221	-29.318192	13.0079	11.3225	147.2824
222	-29.324272	13.0091	11.3224	147.2936
223	-29.330600	13.0101	11.3223	147.3038
224	-29.337183	13.0111	11.3221	147.3130
225	-29.344025	13.0119	11.3220	147.3213
226	-29.351132	13.0127	11.3219	147.3287
227	-29.358510	13.0134	11.3218	147.3353
228	-29.366166	13.0141	11.3217	147.3412
229	-29.374104	13.0146	11.3216	147.3462
230	-29.382332	13.0151	11.3215	147.3504
231	-29.390857	13.0155	11.3214	147.3539
232	-29.399683	13.0159	11.3213	147.3566
233	-29.408820	13.0162	11.3212	147.3585
234	-29.418272	13.0165	11.3210	147.3595
235	-29.428049	13.0167	11.3209	147.3598
236	-29.438156	13.0168	11.3207	147.3592
237	-29.448602	13.0169	11.3205	147.3577
238	-29.459395	13.0169	11.3203	147.3552
239	-29.470541	13.0169	11.3200	147.3518
240	-29.482050	13.0169	11.3197	147.3473
241	-29.493929	13.0168	11.3194	147.3418
242	-29.506187	13.0166	11.3190	147.3352
243	-29.518832	13.0164	11.3186	147.3273
244	-29.531873	13.0162	11.3181	147.3182
245	-29.545317	13.0158	11.3176	147.3078
246	-29.559173	13.0155	11.3170	147.2960
247	-29.573451	13.0151	11.3163	147.2828
248	-29.588158	13.0146	11.3156	147.2680
249	-29.603302	13.0141	11.3148	147.2516
250	-29.618892	13.0136	11.3139	147.2335
251	-29.634935	13.0129	11.3129	147.2136
252	-29.651439	13.0123	11.3118	147.1917
253	-29.668410	13.0115	11.3106	147.1679
254	-29.685856	13.0107	11.3093	147.1420
255	-29.703782	13.0099	11.3079	147.1139
256	-29.722193	13.0089	11.3063	147.0834
257	-29.741093	13.0080	11.3047	147.0505
258	-29.760485	13.0069	11.3029	147.0151
259	-29.780372	13.0058	11.3009	146.9770
260	-29.800753	13.0046	11.2988	146.9361
261	-29.821628	13.0033	11.2965	146.8922
262	-29.842993	13.0020	11.2941	146.8453
263	-29.864845	13.0006	11.2914	146.7952
264	-29.883006	12.9991	11.2896	146.7547
265	-29.896146	12.9976	11.2883	146.7202
266	-29.908254	12.9959	11.2870	146.6847
267	-29.920514	12.9942	11.2858	146.6501
268	-29.933207	12.9925	11.2847	146.6159
269	-29.946389	12.9906	11.2836	146.5819
270	-29.960076	12.9888	11.2826	146.5475
271	-29.974265	12.9868	11.2817	146.5126
272	-29.988945	12.9848	11.2806	146.4768
273	-30.004104	12.9827	11.2796	146.4398
274	-30.019722	12.9806	11.2784	146.4013
275	-30.035777	12.9785	11.2772	146.3610
276	-30.052240	12.9764	11.2758	146.3187
277	-30.069076	12.9742	11.2743	146.2742
278	-30.086151	12.9720	11.2726	146.2272
279	-30.099327	12.9695	11.2706	146.1740
280	-30.109075	12.9672	11.2682	146.1173
281	-30.115001	12.9652	11.2662	146.0678
282	-30.118636	12.9635	11.2643	146.0244
283	-30.120967	12.9620	11.2626	145.9852
284	-30.122551	12.9605	11.2610	145.9484
285	-30.123671	12.9591	11.2595	145.9133
286	-30.124480	12.9578	11.2581	145.8793
287	-30.125064	12.9564	11.2567	145.8462
288	-30.125493	12.9549	11.2557	145.8162
289	-30.125566	12.9537	11.2548	145.7911
290	-30.125774	12.9521	11.2540	145.7629
291	-30.126100	12.9504	11.2532	145.7331
292	-30.126392	12.9486	11.2524	145.7024
293	-30.126610	12.9467	11.2516	145.6713
294	-30.126763	12.9448	11.2509	145.6398
295	-30.126868	12.9429	11.2501	145.6082
296	-30.126940	12.9409	11.2493	145.5764
297	-30.126989	12.9390	11.2485	145.5445
298	-30.127021	12.9370	11.2477	145.5125
299	-30.127043	12.9351	11.2470	145.4804
300	-30.127257	12.9329	11.2462	145.4451
301	-30.127062	12.9311	11.2454	145.4153
302	-30.126899	12.9292	11.2446	145.3842
303	-30.126877	12.9272	11.2439	145.3522
304	-30.126905	12.9252	11.2431	145.3196
305	-30.126935	12.9232	11.2423	145.2868
306	-30.126957	12.9212	11.2416	145.2538
307	-30.126971	12.9191	11.2408	145.2208
308	-30.127179	12.9168	11.2400	145.1845
309	-30.126980	12.9150	11.2392	145.1537
310	-30.126816	12.9130	11.2384	145.1214
311	-30.126795	12.9109	11.2377	145.0883
312	-30.126824	12.9088	11.2369	145.0547
313	-30.126856	12.9066	11.2361	145.0207
314	-30.126881	12.9045	11.2354	144.9865
315	-30.126899	12.9023	11.2346	144.9521
316	-30.126911	12.9001	11.2338	144.9176
317	-30.126921	12.8980	11.2330	144.8829
318	-30.127128	12.8955	11.2322	144.8451
319	-30.126929	12.8936	11.2314	144.8127
320	-30.126771	12.8914	11.2306	144.7788
321	-30.126756	12.8892	11.2299	144.7440
322	-30.126792	12.8870	11.2291	144.7086
323	-30.126832	12.8847	11.2283	144.6729
324	-30.126865	12.8824	11.2275	144.6369
325	-30.126893	12.8801	11.2267	144.6008
326	-30.126916	12.8778	11.2259	144.5644
327	-30.126936	12.8754	11.2251	144.5278
328	-30.126955	12.8731	11.2243	144.4910
329	-30.126973	12.8707	11.2235	144.4540
330	-30.126992	12.8683	11.2226	144.4168
331	-30.127010	12.8659	11.2218	144.3793
332	-30.127030	12.8635	11.2210	144.3417
333	-30.127050	12.8611	11.2202	144.3038
334	-30.127072	12.8587	11.2193	144.2658
335	-30.127094	12.8562	11.2185	144.2275
336	-30.127118	12.8537	11.2177	144.1890
337	-30.127144	12.8512	11.2169	144.1502
338	-30.127171	12.8487	11.2160	144.1113
339	-30.127201	12.8462	11.2152	144.0721
340	-30.127231	12.8436	11.2143	144.0327
341	-30.127264	12.8411	11.2135	143.9930
342	-30.127299	12.8385	11.2126	143.9531
343	-30.127336	12.8359	11.2118	143.9130
344	-30.127374	12.8332	11.2109	143.8726
345	-30.127415	12.8306	11.2101	143.8320
346	-30.127458	12.8279	11.2092	143.7912
347	-30.127504	12.8253	11.2084	143.7501
348	-30.127551	12.8226	11.2075	143.7088
349	-30.127601	12.8198	11.2066	143.6672
350	-30.127654	12.8171	11.2058	143.6253
351	-30.127708	12.8143	11.2049	143.5832
352	-30.127766	12.8116	11.2040	143.5409
353	-30.127825	12.8088	11.2031	143.4983
354	-30.127887	12.8059	11.2023	143.4554
355	-30.127952	12.8031	11.2014	143.4122
356	-30.128020	12.8002	11.2005	143.3688
357	-30.128090	12.7974	11.1996	143.3252
358	-30.128163	12.7945	11.1987	143.2812
359	-30.128238	12.7915	11.1978	143.2370
360	-30.128317	12.7886	11.1969	143.1925
361	-30.128398	12.7856	11.1960	143.1477
362	-30.128482	12.7826	11.1951	143.1026
363	-30.128569	12.7796	11.1942	143.0573
364	-30.128660	12.7766	11.1933	143.0117
365	-30.128753	12.7735	11.1924	142.9658
366	-30.128849	12.7704	11.1914	142.9196
367	-30.128948	12.7673	11.1905	142.8731
368	-30.129051	12.7642	11.1896	142.8263
369	-30.129156	12.7611	11.1887	142.7792
370	-30.129265	12.7579	11.1877	142.7318
371	-30.129377	12.7547	11.1868	142.6841
372	-30.129493	12.7515	11.1859	142.6361
373	-30.129612	12.7482	11.1849	142.5878
374	-30.129734	12.7450	11.1840	142.5392
375	-30.129860	12.7417	11.1830	142.4903
376	-30.129990	12.7383	11.1821	142.4411
377	-30.130122	12.7350	11.1811	142.3915
378	-30.130259	12.7316	11.1802	142.3417
379	-30.130399	12.7282	11.1792	142.2915
380	-30.130543	12.7248	11.1782	142.2410
381	-30.130691	12.7214	11.1773	142.1902
382	-30.130843	12.7179	11.1763	142.1390
383	-30.130998	12.7144	11.1753	142.0875
384	-30.131157	12.7109	11.1743	142.0357
385	-30.131321	12.7073	11.1734	141.9835
386	-30.131488	12.7037	11.1724	141.9310
387	-30.131660	12.7001	11.1714	141.8782
388	-30.131835	12.6965	11.1704	141.8250
389	-30.132015	12.6928	11.1694	141.7715
390	-30.132199	12.6892	11.1684	141.7176
391	-30.132387	12.6854	11.1674	141.6634
392	-30.132580	12.6817	11.1664	141.6088
393	-30.132777	12.6779	11.1654	141.5539
394	-30.132978	12.6741	11.1644	141.4986
395	-30.133184	12.6703	11.1634	141.4430
396	-30.133395	12.6664	11.1623	141.3870
397	-30.133610	12.6626	11.1613	141.3306
398	-30.133830	12.6586	11.1603	141.2739
399	-30.134055	12.6547	11.1592	141.2167
400	-30.134284	12.6507	11.1582	141.1593
401	-30.134519	12.6467	11.1572	141.1014
402	-30.134758	12.6427	11.1561	141.0432
403	-30.135002	12.6386	11.1551	140.9845
404	-30.135251	12.6345	11.1540	140.9255
405	-30.135506	12.6304	11.1530	140.8661
406	-30.135765	12.6262	11.1519	140.8063
407	-30.136030	12.6220	11.1509	140.7462
408	-30.136300	12.6178	11.1498	140.6856
409	-30.136576	12.6135	11.1487	140.6246
410	-30.136857	12.6092	11.1476	140.5632
411	-30.137143	12.6049	11.1466	140.5015
412	-30.137435	12.6005	11.1455	140.4393
413	-30.137733	12.5962	11.1444	140.3767
414	-30.138037	12.5917	11.1433	140.3137
415	-30.138346	12.5873	11.1422	140.2503
416	-30.138661	12.5828	11.1411	140.1864
417	-30.138982	12.5783	11.1400	140.1222
418	-30.139309	12.5737	11.1389	140.0575
419	-30.139642	12.5691	11.1378	139.9924
420	-30.139981	12.5645	11.1367	139.9268
421	-30.140326	12.5598	11.1356	139.8609
422	-30.140678	12.5551	11.1345	139.7944
423	-30.141036	12.5504	11.1333	139.7276
424	-30.141401	12.5456	11.1322	139.6603
425	-30.141772	12.5408	11.1311	139.5926
426	-30.142149	12.5359	11.1300	139.5244
427	-30.142533	12.5311	11.1288	139.4558
428	-30.142925	12.5261	11.1277	139.3867
429	-30.143322	12.5212	11.1265	139.3172
430	-30.143727	12.5162	11.1254	139.2472
431	-30.144139	12.5112	11.1242	139.1767
432	-30.144558	12.5061	11.1231	139.1058
433	-30.144984	12.5010	11.1219	139.0344
434	-30.145417	12.4958	11.1207	138.9626
435	-30.145858	12.4906	11.1195	138.8902
436	-30.146306	12.4854	11.1184	138.8174
437	-30.146762	12.4801	11.1172	138.7441
438	-30.147225	12.4748	11.1160	138.6703
439	-30.147696	12.4695	11.1148	138.5961
440	-30.148175	12.4641	11.1136	138.5213
441	-30.148662	12.4587	11.1124	138.4461
442	-30.149156	12.4532	11.1112	138.3703
443	-30.149659	12.4477	11.1100	138.2941
444	-30.150170	12.4421	11.1088	138.2174
445	-30.150689	12.4365	11.1076	138.1401
446	-30.151217	12.4309	11.1064	138.0623
447	-30.151753	12.4252	11.1052	137.9841
448	-30.152297	12.4195	11.1039	137.9053
449	-30.152851	12.4137	11.1027	137.8260
450	-30.153413	12.4079	11.1015	137.7462
451	-30.153983	12.4021	11.1002	137.6658
452	-30.154563	12.3962	11.0990	137.5849
453	-30.155152	12.3902	11.0977	137.5035
454	-30.155751	12.3843	11.0965	137.4216
455	-30.156358	12.3782	11.0952	137.3391
456	-30.156975	12.3721	11.0940	137.2561
457	-30.157601	12.3660	11.0927	137.1725
458	-30.158237	12.3599	11.0914	137.0884
459	-30.158883	12.3536	11.0901	137.0038
460	-30.159539	12.3474	11.0889	136.9185
461	-30.160205	12.3411	11.0876	136.8328
462	-30.160880	12.3347	11.0863	136.7464
463	-30.161566	12.3283	11.0850	136.6595
464	-30.162263	12.3219	11.0837	136.5721
465	-30.162970	12.3154	11.0824	136.4840
466	-30.163687	12.3088	11.0811	136.3954
467	-30.164415	12.3022	11.0798	136.3062
468	-30.165154	12.2956	11.0785	136.2165
469	-30.165904	12.2889	11.0772	136.1261
470	-30.166665	12.2821	11.0758	136.0352
471	-30.167437	12.2754	11.0745	135.9436
472	-30.168221	12.2685	11.0732	135.8515
473	-30.169016	12.2616	11.0718	135.7588
474	-30.169823	12.2547	11.0705	135.6655
475	-30.170642	12.2477	11.0692	135.5715
476	-30.171472	12.2406	11.0678	135.4770
477	-30.172315	12.2335	11.0665	135.3818
478	-30.173169	12.2264	11.0651	135.2861
479	-30.174037	12.2192	11.0637	135.1897
480	-30.174916	12.2119	11.0624	135.0927
481	-30.175809	12.2046	11.0610	134.9951
482	-30.176714	12.1972	11.0596	134.8968
483	-30.177632	12.1898	11.0582	134.7979
484	-30.178563	12.1823	11.0569	134.6984
485	-30.179507	12.1748	11.0555	134.5982
486	-30.180465	12.1672	11.0541	134.4974
487	-30.181437	12.1596	11.0527	134.3960
488	-30.182422	12.1519	11.0513	134.2938
489	-30.183421	12.1441	11.0499	134.1911
490	-30.184434	12.1363	11.0485	134.0877
491	-30.185461	12.1285	11.0470	133.9836
492	-30.186503	12.1205	11.0456	133.8789
493	-30.187560	12.1126	11.0442	133.7735
494	-30.188631	12.1045	11.0428	133.6674
495	-30.189717	12.0964	11.0413	133.5606
496	-30.190819	12.0883	11.0399	133.4532
497	-30.191936	12.0801	11.0384	133.3451
498	-30.193068	12.0718	11.0370	133.2363
499	-30.194216	12.0635	11.0355	133.1268
